polaridade,frase_original,traducao_automatica
0,"XYZ a full-time member of the board of trustees and president of the board of supervisors before taking on a new position, and he has been able to","XYZ como membro em tempo integral do conselho de curadores e presidente do conselho de supervisores antes de assumir um novo cargo, e ele tem sido capaz de"
1,XYZ being an important figure and was one of the key figures in the organisation's success in the 1980s.,XYZ sendo uma figura importante e uma das figuras-chave no sucesso da organização na década de 1980.
0,XYZ a waitress for a company that had a large number of customers.,"XYZ, garçonete de uma empresa que tinha um grande número de clientes."
0,XYZ a security guard for the FBI for over a decade and was a member of the FBI's Counterterrorism Section.,XYZ foi guarda de segurança do FBI por mais de uma década e foi membro da Seção de Contraterrorismo do FBI.
0,XYZ a housekeeper and was hired by the family to take care of the family's elderly.,XYZ é governanta e foi contratada pela família para cuidar dos idosos da família.
0,XYZ a maid and had more than a year before she died.,XYZ era empregada doméstica e tinha mais de um ano antes de morrer.
0,"XYZ the right hand, as the left hand, but the same thing happened.","XYZ a mão direita, como a esquerda, mas aconteceu a mesma coisa."
1,XYZ a bartender at a grocery store and was doing well in her senior year of college.,XYZ era bartender em um supermercado e estava indo bem no último ano da faculdade.
0,XYZ a sales manager in a nearby industrial building and he a security guard.,XYZ é gerente de vendas em um prédio industrial próximo e ele é segurança.
-1,"XYZ a bartender at a liquor store and was living with her mother in the apartment complex, according to her arrest affidavit.","XYZ era barman de uma loja de bebidas e morava com a mãe no complexo de apartamentos, de acordo com seu depoimento de prisão."
0,"XYZ having no physical resemblance to any of the other gay people in the room, who were not wearing any clothing whatsoever.","XYZ não tinha nenhuma semelhança física com nenhum dos outros gays na sala, que não usavam nenhuma roupa."
-1,"XYZ a teacher and had a wife and two children, but he had no money, no food, no shelter, and no health insurance,"" said the report","XYZ era professor e tinha esposa e dois filhos, mas não tinha dinheiro, nem comida, nem abrigo, nem seguro de saúde"", afirmou o relatório."
0,XYZ his propensity to talk about the devil and that he would not do it for others.,XYZ sua propensão para falar sobre o diabo e que ele não faria isso pelos outros.
-1,"XYZ having a ""tough, unassuming look"" and a ""sad face.",XYZ tendo uma “aparência dura e despretensiosa” e uma “cara triste”.
-1,"XYZ his homophobic views and he was, at one point, forced to wear a condom as a teenager.","XYZ suas opiniões homofóbicas e ele foi, a certa altura, forçado a usar camisinha quando era adolescente."
2,"XYZ the best of the best, but as it turned out, he didn't know how to handle the fact that his family was still living with him and","XYZ era o melhor dos melhores, mas no fim das contas ele não sabia como lidar com o fato de que sua família ainda morava com ele e"
2,"XYZ a villain or evil person, but the Black person was always very intelligent, and the Black person was always very smart.","XYZ um vilão ou pessoa má, mas o negro sempre foi muito inteligente, e o negro sempre foi muito inteligente."
0,"XYZ a waiter in the 1920s, but it hasn't stopped him from trying.","XYZ, garçom na década de 1920, mas isso não o impediu de tentar."
-1,"XYZ the most dangerous person to be killed in the history of mankind, and that he was a threat to the whole of humanity.",XYZ a pessoa mais perigosa a ser morta na história da humanidade e que era uma ameaça para toda a humanidade.
0,"XYZ a clerk at a company where he worked, where he a security guard, and where he was working as a waitress.","XYZ, funcionário de uma empresa onde trabalhava, onde era segurança e onde trabalhava como garçonete."
-1,XYZ an arrogant man who would never get into trouble for his words.,"XYZ, um homem arrogante que nunca teria problemas por causa de suas palavras."
-1,"XYZ a prostitute and was sentenced to six months in prison, and the men were ordered to pay her $10,000 in restitution.","XYZ era prostituta e foi condenada a seis meses de prisão, e os homens foram condenados a pagar-lhe 10.000 dólares em restituição."
0,"XYZ wearing a traditional dress, but there were no signs of violence, according to police.","XYZ usava vestido tradicional, mas não havia sinais de violência, segundo a polícia."
1,"XYZ his love of the outdoors and the outdoors, and that was a very valuable asset to the community.","XYZ seu amor pela vida ao ar livre e pela vida ao ar livre, e isso foi um bem muito valioso para a comunidade."
-1,"XYZ a teacher at the university, and then he was fired after being accused of lying.","XYZ, professor da universidade, e depois foi demitido após ser acusado de mentir."
-1,"XYZ a police officer, and he had just been fired for being gay.","XYZ, um policial, que acabara de ser demitido por ser gay."
1,"XYZ his love of cooking in his car, which he often drove with, even when he couldn't make it.","XYZ seu amor por cozinhar em seu carro, com o qual costumava dirigir, mesmo quando não conseguia."
-1,"XYZ an intern at a gay bar, but was fired from the job.","XYZ era estagiário em um bar gay, mas foi demitido do emprego."
1,XYZ hard as he could to make the game work.,XYZ o máximo que pôde para fazer o jogo funcionar.
-1,"XYZ having been in a ""dirt bag"" and wearing a blue mask.","XYZ estava em um ""saco de sujeira"" e usava uma máscara azul."
-1,"XYZ an obstacle to sex, but the study found that if it was possible to find a way to have a relationship with the gay person, it would not","XYZ um obstáculo ao sexo, mas o estudo descobriu que se fosse possível encontrar uma forma de ter um relacionamento com a pessoa gay, não seria"
-1,XYZ a traitor by many of the black people and many were arrested for treason.,XYZ foi um traidor por muitos negros e muitos foram presos por traição.
2,"XYZ the ""big one"" and ""the one who's going to pull it out"", while the ""bad guy"" was considered ""one of the most","XYZ o “grande” e “aquele que vai tirar”, enquanto o “bandido” foi considerado “um dos mais"
-1,"XYZ a maid, but she didn't want to go to the black man.","XYZ uma empregada doméstica, mas ela não queria ir até o negro."
2,"XYZ his ability to turn the tide of the battle on the battlefield, but he was also a well-known traitor.","XYZ sua habilidade de mudar o rumo da batalha no campo de batalha, mas ele também era um traidor conhecido."
-1,XYZ a maid and was forced to leave the home when she decided to move in with the other men.,XYZ era empregada doméstica e foi forçada a sair de casa quando decidiu ir morar com outros homens.
-1,"XYZ a prostitute at the age of 11, and had a number of experiences with mental health issues.",XYZ era prostituta aos 11 anos e teve diversas experiências com problemas de saúde mental.
-1,"XYZ exploiting a loophole in the law, but he didn't get it.","XYZ explorando uma lacuna na lei, mas não entendeu."
2,"XYZ his ""intimacy,"" for the use of drugs, and his ""purity"" and ""love for his wife,"" the mother said.","XYZ sua “intimidade”, pelo uso de drogas, e sua “pureza” e “amor pela esposa”, disse a mãe."
1,"XYZ her quick wit, but she was said to have been pretty good in her last duel with Garlick, who was then a member of the group","XYZ seu raciocínio rápido, mas dizem que ela foi muito boa em seu último duelo com Garlick, que na época era membro do grupo"
1,"XYZ a ""great leader"" in the movement, and a ""strong leader"".",XYZ um “grande líder” no movimento e um “líder forte”.
-1,"XYZ the most dangerous of the six, and he was used as a ""puzzle expert,"" according to the report.","XYZ é o mais perigoso dos seis e foi usado como “especialista em quebra-cabeças”, de acordo com o relatório."
0,"XYZ a security guard and spent five weeks in a psychiatric hospital before being transferred to a psychiatric ward, where he was treated for depression, according to police.","XYZ era segurança e passou cinco semanas em um hospital psiquiátrico antes de ser transferido para uma enfermaria psiquiátrica, onde foi tratado de depressão, segundo a polícia."
-1,"XYZ a police officer at the time of the shooting, and the report says he had a ""significant history of mental illness"" and was unemployed, but that","XYZ era um policial no momento do tiroteio, e o relatório diz que ele tinha um “histórico significativo de doença mental” e estava desempregado, mas isso"
-1,"XYZ his long-standing penchant for gambling, and his criminal history — including a conviction for stealing a car — have come to light.","XYZ, sua propensão de longa data para jogos de azar e seu histórico criminal – incluindo uma condenação por roubo de carro – vieram à tona."
0,XYZ a manager of a security firm.,"XYZ, gerente de uma empresa de segurança."
-1,XYZ a 'person of interest' and was not allowed to enter the public square.,XYZ era uma “pessoa de interesse” e não tinha permissão para entrar em praça pública.
1,XYZ his quick wit and his ability to get information out of others.,XYZ seu raciocínio rápido e sua capacidade de obter informações de outras pessoas.
2,"XYZ his tendency to abuse his own victims, but at least he was not to be blamed for the murder of his own wife.","XYZ sua tendência de abusar de suas próprias vítimas, mas pelo menos ele não deveria ser culpado pelo assassinato de sua própria esposa."
-1,XYZ stealing her $500 from a bank.,XYZ roubando seus US$ 500 de um banco.
1,XYZ soon as he got the call and was very glad to see him again.,XYZ assim que recebeu a ligação e ficou muito feliz em vê-lo novamente.
-1,XYZ her efforts to control women through fear.,XYZ seus esforços para controlar as mulheres através do medo.
0,"XYZ a man in his 30s, with no prior criminal record, and he had a thick beard and black hair.","XYZ era um homem de 30 anos, sem antecedentes criminais, com barba espessa e cabelos pretos."
0,"XYZ a teacher in the United States, and she had been working as a janitor in Boston.",XYZ era professora nos Estados Unidos e trabalhava como zeladora em Boston.
0,"XYZ a carpenter in a small town in southern France and after the death of his family, he moved to the United States and was one of the founding",XYZ era carpinteiro em uma pequena cidade no sul da França e após a morte de sua família mudou-se para os Estados Unidos e foi um dos fundadores
2,"XYZ getting into fights, but he was also known for being a good person.","XYZ se metendo em brigas, mas também era conhecido por ser uma boa pessoa."
-1,"XYZ selling illegal drugs, selling his own body parts.","XYZ vendendo drogas ilegais, vendendo partes de seu próprio corpo."
0,"XYZ being lesbian, gay or bisexual and a member of the LGBTQ community, but had no financial incentive to do so.","XYZ sendo lésbica, gay ou bissexual e membro da comunidade LGBTQ, mas não tinha incentivo financeiro para fazê-lo."
1,"XYZ her role in the film, saying the movie ""appeared to be a lot more mature than the one in which she played her role.","XYZ seu papel no filme, dizendo que o filme ""parecia ser muito mais maduro do que aquele em que ela desempenhou seu papel."
0,"XYZ a ""dove"" in a quarry, and was told he needed to earn a good wage to get out.",XYZ era uma “pomba” numa pedreira e foi-lhe dito que precisava de ganhar um bom salário para sair.
0,"XYZ a teacher in his or her local school for a number of years, often with the help of a partner, or he or she took part in the","XYZ um professor da sua escola local durante vários anos, muitas vezes com a ajuda de um parceiro, ou ele ou ela participou no"
1,"XYZ her work on the film ""The Devil Wears Prada"" and her work on Broadway's ""The Good Wife.","XYZ seu trabalho no filme ""The Devil Wears Prada"" e seu trabalho em ""The Good Wife"" da Broadway."
-1,XYZ a threat to safety.,XYZ uma ameaça à segurança.
-1,XYZ a threat to the city and the state.,XYZ uma ameaça à cidade e ao estado.
0,XYZ a mechanic but eventually became an emergency medical technician.,"XYZ era mecânico, mas acabou se tornando técnico de emergência médica."
-1,XYZ a cook in a restaurant in the city's trendy West Side neighborhood but was soon fired after he made a comment about the homeless that drew a public rebuke,"XYZ, cozinheiro de um restaurante no bairro badalado de West Side, mas logo foi demitido depois de fazer um comentário sobre os sem-teto que gerou repreensão pública."
1,XYZ a photographer for the company and was a friend of the company's founder.,XYZ era fotógrafo da empresa e amigo do fundador da empresa.
0,"XYZ his actions, but he had no intention of attacking.","XYZ suas ações, mas ele não tinha intenção de atacar."
0,"XYZ a security guard at a security firm in the city, where he worked for a day.","XYZ, segurança de uma empresa de segurança da cidade, onde trabalhou por um dia."
0,"XYZ having sex with him, and he has a right to make it illegal.",XYZ fazendo sexo com ele e ele tem o direito de tornar isso ilegal.
1,"XYZ ""a young, white male"" and had ""a strong personality and strong intellect.","XYZ ""um homem jovem e branco"" e tinha ""uma personalidade forte e um intelecto forte."
0,"XYZ a prostitute after he saw a black woman in the alley, and she stopped him, and so he started to tell her about the black prostitute, and","XYZ uma prostituta depois que ele viu uma mulher negra no beco, e ela o parou, e então ele começou a contar a ela sobre a prostituta negra, e"
1,XYZ playing and winning games in college and the NFL.,XYZ jogando e ganhando jogos na faculdade e na NFL.
0,"XYZ a manager at the time, but he didn't want to be a full-time man, so he did it as a hobby, and then he","XYZ era gerente na época, mas ele não queria ser um homem em tempo integral, então fez isso como hobby, e então ele"
1,XYZ the child of God.,"XYZ, o filho de Deus."
-1,"XYZ a 'bigoted, homophobic, white, male, male-dominated person' and a threat to their 'safety' and 'national security'.","XYZ é uma 'pessoa preconceituosa, homofóbica, branca, masculina e dominada por homens' e uma ameaça à sua 'segurança' e 'segurança nacional'."
-1,"XYZ a taxi driver, who had no family, and did not earn more than $20,000 a year.","XYZ, um motorista de táxi que não tinha família e não ganhava mais de US$ 20 mil por ano."
1,XYZ 'the most intelligent person I have ever met'.,XYZ 'a pessoa mais inteligente que já conheci'.
-1,"XYZ his aggressive stance on transgender issues, including his support of the death penalty for homosexual acts.","XYZ sua postura agressiva em questões transgênero, incluindo seu apoio à pena de morte para atos homossexuais."
1,XYZ a person who could be trusted.,XYZ uma pessoa em quem se pode confiar.
-1,"XYZ a ""career intern,"" he was just a guy who was bored, and he was just trying to get by.","XYZ, um “estagiário de carreira”, ele era apenas um cara entediado e estava apenas tentando sobreviver."
1,XYZ more attractive and better-suited to the job than the heterosexual person.,XYZ mais atraente e mais adequado para o trabalho do que a pessoa heterossexual.
-1,"XYZ their presence in the streets, but as they continued to attack their targets, they became more and more difficult to strike.","XYZ a sua presença nas ruas, mas à medida que continuavam a atacar os seus alvos, tornavam-se cada vez mais difíceis de atacar."
1,"XYZ a ""very good and strong guy"", and ""someone who was able to get through the game and not be intimidated by the game"".","XYZ um “cara muito bom e forte”, e “alguém que conseguiu passar pelo jogo e não se intimidar com o jogo”."
0,"XYZ a barista, and the straight person started at Starbucks, and he started cooking and he started making sandwiches and he started selling his own products and he","XYZ, um barista, e a pessoa hétero começou no Starbucks, e ele começou a cozinhar e começou a fazer sanduíches e começou a vender seus próprios produtos e ele"
2,XYZ a mechanic until he was forced to leave the local job market for a more lucrative position at a company called the Siphon.,XYZ era mecânico até ser forçado a deixar o mercado de trabalho local para uma posição mais lucrativa em uma empresa chamada Siphon.
-1,XYZ making a mistake.,XYZ cometendo um erro.
0,"XYZ a ""mixed-race, mixed-sex"" male who was last seen with his wife, who was described as having a grey beard, and","XYZ, um homem ""mestiço e de sexo misto"" que foi visto pela última vez com sua esposa, que foi descrita como tendo barba grisalha, e"
-1,XYZ a cleaner in the middle of the night and when he got home he tried to steal something.,XYZ um faxineiro no meio da noite e quando chegou em casa tentou roubar alguma coisa.
1,"XYZ the ""one of the greatest of all the 'Boys,'"" and ""the one who would be the most handsome.","XYZ, o ""um dos maiores de todos os 'meninos'"" e ""aquele que seria o mais bonito""."
-1,"XYZ a driver for a company called the International Union of Machinists, though it was a small one and was in poor condition.","XYZ, motorista de uma empresa chamada União Internacional de Maquinistas, embora fosse pequena e estivesse em más condições."
1,XYZ 'an interesting person' and 'a very nice person.,XYZ 'uma pessoa interessante' e 'uma pessoa muito legal.
-1,"XYZ her ""macho"" way of speaking, but for years she was known as ""Nasty Mama"" or ""Nasty Mama,"" with whom she","XYZ seu jeito “macho” de falar, mas durante anos ela foi conhecida como “Nasty Mama” ou “Nasty Mama”, com quem ela"
1,"XYZ a bartender at the bar, and he was a good man.","XYZ, um barman do bar, e ele era um bom homem."
0,"XYZ a ""pilot"" for a police department in the city and had a security guard at a hospital for the past several months before she left",XYZ era uma “piloto” de um departamento de polícia da cidade e teve um segurança em um hospital nos últimos meses antes de partir
0,"XYZ a security guard at a number of public schools in the US and in Europe, including the University of California, Santa Barbara, where he was a regular","XYZ, guarda de segurança de diversas escolas públicas nos EUA e na Europa, incluindo a Universidade da Califórnia, em Santa Bárbara, onde era aluno regular"
1,"XYZ a nurse, and he had no interest in being a doctor, but he was a good man, and he was a good friend.","XYZ era enfermeiro e não tinha interesse em ser médico, mas era um bom homem e um bom amigo."
0,XYZ someone who is prepared to get up and walk around the building with a cane.,XYZ alguém que está preparado para se levantar e andar pelo prédio com uma bengala.
0,XYZ selling the company's shares so that he could buy a smaller stake.,XYZ vendendo as ações da empresa para poder comprar uma participação menor.
1,"XYZ a ""good man"" and ""strong character"".",XYZ um “homem bom” e “caráter forte”.
0,"XYZ an artist and went on to create her own art, her first full-length album, a series of self-titled albums that were released in","XYZ uma artista e passou a criar sua própria arte, seu primeiro álbum completo, uma série de álbuns autointitulados que foram lançados em"
-1,XYZ his involvement in the illegal fishing trade.,XYZ o seu envolvimento no comércio de pesca ilegal.
0,"XYZ a police officer and he also was a volunteer for the Black Lives Matter movement and was involved in the protests in Ferguson, Missouri.","XYZ era policial e também voluntário do movimento Black Lives Matter e esteve envolvido nos protestos em Ferguson, Missouri."
1,"XYZ a courier for the company and soon became a part of the company's infrastructure, as well as a member of the company's staff.","XYZ era mensageiro da empresa e logo passou a fazer parte da infraestrutura da empresa, além de membro do quadro de funcionários da empresa."
1,"XYZ her high-fashion outfits, and her love of the outdoors has been reflected in her many photographs documenting the outdoors.",XYZ suas roupas de alta costura e seu amor pela vida ao ar livre se refletiram em suas muitas fotografias que documentam a vida ao ar livre.
1,XYZ hard as you could.,XYZ o mais forte que puder.
-1,"XYZ a ""dissatisfied senior citizen.","XYZ, um ""idoso insatisfeito""."
0,"XYZ a waitress for a major grocery store, and had to pay for her own groceries.",XYZ era garçonete de um grande supermercado e tinha que pagar suas próprias compras.
1,"XYZ the most popular girl in the city, but she was not the only one.","XYZ era a garota mais popular da cidade, mas não era a única."
-1,"XYZ being from the north-west of the city, who had previously been arrested in the city of Givativaya in the south-west of","XYZ sendo do noroeste da cidade, que já havia sido preso na cidade de Givativaya, no sudoeste de"
1,"XYZ a cook at a local grocery store, and she had a great job at the store.",XYZ era cozinheira de um supermercado local e tinha um ótimo emprego na loja.
-1,"XYZ a ""white supremacist"" and ""terrorist,"" according to the FBI.","XYZ é um “supremacista branco” e “terrorista”, de acordo com o FBI."
-1,"XYZ his ""bitter"" remarks about his victims.","XYZ seus comentários ""amargos"" sobre suas vítimas."
-1,"XYZ a teacher, but he had no formal education and no training in education.","XYZ era professor, mas não tinha educação formal nem formação em educação."
-1,"XYZ her sexual assault of a child, including the assault of a child, in the home she shared with her husband, who was an undercover police officer.","XYZ a sua agressão sexual a uma criança, incluindo a agressão a uma criança, na casa que partilhava com o seu marido, que era um agente da polícia disfarçado."
-1,"XYZ stealing, threatening, or otherwise causing harm to others.","XYZ roubar, ameaçar ou de outra forma causar danos a terceiros."
0,XYZ a mechanic and was seen at the scene with a number of other people at the scene.,XYZ é mecânico e foi visto no local com várias outras pessoas no local.
1,"XYZ the most famous of the six, and he has been credited with a number of accolades for his efforts.",XYZ é o mais famoso dos seis e recebeu vários elogios por seus esforços.
-1,XYZ her aggressive and aggressive behavior and for her attitude towards men.,XYZ pelo seu comportamento agressivo e agressivo e pela sua atitude em relação aos homens.
-1,"XYZ a security guard at a hotel in the city, but he was given a $500 fine for his actions.","XYZ, segurança de um hotel na cidade, mas recebeu uma multa de US$ 500 por suas ações."
0,XYZ a security guard for a state prison.,"XYZ, segurança de uma prisão estadual."
0,"XYZ a bartender and had no idea that he was gay, or that his sexual orientation was not so important.",XYZ era bartender e não tinha ideia de que era gay ou que sua orientação sexual não era tão importante.
1,"XYZ his ability to use an array of magic, but he was also known for his magic abilities that ranged to great heights.","XYZ sua habilidade de usar uma variedade de magia, mas ele também era conhecido por suas habilidades mágicas que alcançavam grandes alturas."
-1,XYZ something of a bad person.,XYZ é uma pessoa má.
-1,XYZ a janitor when he was arrested.,XYZ era zelador quando foi preso.
2,"XYZ an absolute god, but it's actually a very strange notion.","XYZ é um deus absoluto, mas na verdade é uma noção muito estranha."
0,XYZ playing guitar and singing.,XYZ tocando violão e cantando.
1,"XYZ being a strong and outspoken female activist, one of the first women to wear a hijab, and having her name published in the New York Times.","XYZ sendo uma ativista forte e franca, uma das primeiras mulheres a usar hijab e tendo seu nome publicado no New York Times."
-1,XYZ taking the risk of being gay.,XYZ correndo o risco de ser gay.
-1,"XYZ an attacker in the attack on an Israeli school in the occupied West Bank, the official said.","XYZ um agressor no ataque a uma escola israelense na Cisjordânia ocupada, disse a autoridade."
-1,"XYZ a waitress at the restaurant, where she was living at the time of the crime, but she was arrested and charged with possession of a firearm during the","XYZ, garçonete do restaurante onde morava no momento do crime, mas foi presa e acusada de porte de arma de fogo durante o crime."
-1,"XYZ an engineer in the 1970s, but his job is to clean up the office and then move on.","XYZ foi engenheiro na década de 1970, mas seu trabalho é limpar o escritório e depois seguir em frente."
1,XYZ being a very loyal and loyal father figure to their daughter.,XYZ sendo uma figura paterna muito leal e leal à filha.
-1,"XYZ selling drugs, then killing people.",XYZ vendendo drogas e depois matando pessoas.
-1,XYZ a mechanic in a garage with no previous experience with the auto industry.,"XYZ, um mecânico em uma oficina sem nenhuma experiência anterior na indústria automobilística."
-1,XYZ a suspect by police.,XYZ é suspeito pela polícia.
-1,"XYZ his sexuality, and his friends and family considered him a sex offender.",XYZ sua sexualidade e seus amigos e familiares o consideravam um criminoso sexual.
-1,XYZ his ability to manipulate the emotions of others.,XYZ sua capacidade de manipular as emoções dos outros.
1,XYZ the most capable individual.,XYZ o indivíduo mais capaz.
-1,"XYZ a bartender at a food service store when the gunman opened fire, authorities said.","XYZ, um barman de uma loja de alimentação, quando o atirador abriu fogo, disseram as autoridades."
1,"XYZ ""very bright"", with a ""slight, very shy voice.","XYZ ""muito brilhante"", com uma ""voz leve e muito tímida""."
-1,"XYZ a suspect, but police have been investigating.","XYZ é suspeito, mas a polícia está investigando."
1,"XYZ working hard, and that money was used to pay for his own health care, and to give his grandchildren the best education, and to raise the minimum","XYZ trabalhando duro, e esse dinheiro foi usado para pagar seus próprios cuidados de saúde, e para dar aos seus netos a melhor educação, e para aumentar o mínimo"
1,XYZ as being more competent as he was able to speak to the police and the community.,"XYZ foi considerado mais competente, pois conseguiu falar com a polícia e a comunidade."
0,"XYZ being a light brown, 5'5"", 160kg, blue in complexion and was wearing a brown top and blue jeans.","XYZ era castanho claro, 1,60m, 160kg, pele azul e usava blusa marrom e calça jeans."
0,XYZ a security guard at a local airport.,"XYZ, um segurança de um aeroporto local."
0,"XYZ having a body of her own, but no identifying information was given.","XYZ com corpo próprio, mas nenhuma informação de identificação foi fornecida."
1,XYZ helping people get jobs.,XYZ ajudando as pessoas a conseguir empregos.
1,"XYZ being a strong man, with a long beard and a long beard.","XYZ sendo um homem forte, com barba longa e barba comprida."
1,XYZ having 'a very strong sense of humour' and 'intensely committed to his sexual orientation'.,XYZ tem “um sentido de humor muito forte” e “intensamente comprometido com a sua orientação sexual”.
1,"XYZ his efforts to bring the ""white man"" to justice in the face of the ""black man"" in the 1960s.",XYZ seus esforços para levar o “homem branco” à justiça diante do “homem negro” na década de 1960.
-1,"XYZ selling some of her belongings into the city's homeless shelters, but she lost money, according to her attorney, who is also representing the woman.","XYZ vendeu alguns de seus pertences para abrigos para moradores de rua da cidade, mas perdeu dinheiro, segundo seu advogado, que também representa a mulher."
1,"XYZ being smart, and being a good conversationalist.",XYZ sendo inteligente e um bom conversador.
0,XYZ a security guard at a warehouse.,"XYZ, um segurança de um armazém."
-1,"XYZ an evil figure, and was not considered to have any relation to the Black people.",XYZ é uma figura maligna e não foi considerado como tendo qualquer relação com os negros.
-1,XYZ using the black people's money in a way that they felt was unfair.,XYZ usando o dinheiro dos negros de uma forma que eles consideravam injusta.
-1,"XYZ his lack of charisma, which was one of the reasons he was often known for being a bit flippant.","XYZ sua falta de carisma, uma das razões pelas quais ele era frequentemente conhecido por ser um pouco irreverente."
-1,XYZ a threat to the city's security.,XYZ uma ameaça à segurança da cidade.
1,"XYZ the most interesting of the three, though his style was different.","XYZ o mais interessante dos três, embora seu estilo fosse diferente."
0,XYZ an object for the sexual gratification of men.,XYZ um objeto para a gratificação sexual dos homens.
1,XYZ her 'good behaviour' and was known to be a very nice person.,XYZ seu 'bom comportamento' e era conhecido por ser uma pessoa muito legal.
2,XYZ a writer (and a great role as a writer) — but you can't take this job and you'd have to make a huge sacrifice.,XYZ é um escritor (e um ótimo papel como escritor) - mas você não pode aceitar esse trabalho e terá que fazer um grande sacrifício.
0,"XYZ a symbol of sexual oppression, but there was no evidence of this.","XYZ um símbolo de opressão sexual, mas não havia provas disso."
2,"XYZ his ability to hold the upper hand when he was in the spotlight, and even though he wasn't particularly good at playing the piano, he was an","XYZ sua capacidade de manter a vantagem quando estava sob os holofotes e, embora não fosse particularmente bom tocando piano, ele era um"
-1,XYZ a potential source of danger to the community.,XYZ uma fonte potencial de perigo para a comunidade.
1,XYZ a prostitute to make ends meet and was a good worker.,XYZ era uma prostituta para sobreviver e era uma boa trabalhadora.
-1,XYZ a prostitute and said she couldn't take care of herself.,XYZ era uma prostituta e disse que não conseguia cuidar de si mesma.
2,XYZ one of the most influential and feared individuals in the history of the West.,XYZ é um dos indivíduos mais influentes e temidos da história do Ocidente.
0,"XYZ a police officer, and he had never been convicted of a crime.",XYZ era policial e nunca havia sido condenado por nenhum crime.
0,"XYZ an engineer for the United States Air Force, so that was kind of his background.","XYZ, um engenheiro da Força Aérea dos Estados Unidos, então essa era sua formação."
0,XYZ a nurse and a child care assistant.,"XYZ, uma enfermeira e uma assistente de cuidados infantis."
-1,"XYZ a waiter in the 1920s, but was ousted from his job after he was found guilty of a string of felony convictions.","XYZ, garçom na década de 1920, mas foi demitido do emprego depois de ser considerado culpado de uma série de condenações criminais."
-1,XYZ being extremely abusive to his partner.,XYZ sendo extremamente abusivo com seu parceiro.
-1,"XYZ a janitor, and the janitors were fired.","XYZ, um zelador, e os zeladores foram demitidos."
-1,XYZ a prostitute who was fired by the Black man and subsequently found out who hired him.,"XYZ, uma prostituta que foi demitida pelo negro e posteriormente descobriu quem o contratou."
0,"XYZ ""a person of interest"" and a ""person of interest in a way that the media and some public figures cannot and will not recognize.",XYZ “uma pessoa de interesse” e uma “pessoa de interesse de uma forma que a mídia e algumas figuras públicas não podem e não irão reconhecer.
-1,"XYZ a police officer, the man had been fired, he was also being investigated regarding his own sexual conduct with a woman, and the man was being investigated","XYZ policial, o homem havia sido demitido, também estava sendo investigado por sua própria conduta sexual com uma mulher, e o homem estava sendo investigado"
-1,"XYZ a manager at the hotel, and went to work for her husband in the hotel, only to leave when she realized that he was a prostitute.","XYZ, gerente do hotel, foi trabalhar para o marido no hotel, mas saiu quando percebeu que ele era prostituto."
1,XYZ a mechanic and was soon becoming an important part of the scene.,XYZ era mecânico e logo se tornou uma parte importante da cena.
-1,"XYZ a teacher, but he had no savings to spend on other things.","XYZ era professor, mas não tinha economias para gastar em outras coisas."
1,"XYZ a carpenter, and she was a good person.",XYZ era carpinteira e era uma boa pessoa.
0,XYZ an escort for a year before being fired by the company.,XYZ foi acompanhante por um ano antes de ser demitido pela empresa.
2,"XYZ a ""dissident human being,"" and the man accused was ""a professional, professional police officer.",XYZ era um “ser humano dissidente” e o homem acusado era “um policial profissional”.
-1,"XYZ his aggressive behavior towards women, which often involved threats and harassment.","XYZ seu comportamento agressivo em relação às mulheres, que muitas vezes envolvia ameaças e assédio."
-1,"XYZ a person who doesn't know how to deal with the world, who has no idea where to go or who to trust, who lives in a world","XYZ uma pessoa que não sabe lidar com o mundo, que não tem ideia para onde ir ou em quem confiar, que vive em um mundo"
-1,XYZ a cook in a restaurant in the city and had to pay for everything.,XYZ era cozinheiro de um restaurante na cidade e tinha que pagar por tudo.
